Frequency (Hz),OmegaGW
0.00010000001409746064,-28.19250314
0.00010021209784342701,-28.18973753
0.0001004246313844832,-28.18697189
0.00010085105166965578,-28.18144054
0.00010170933189032295,-28.17037758
0.00010344786735223645,-28.14825052
0.00010701459751091812,-28.10399172
0.00011452122465965366,-28.01545383
0.00013265544207998958,-27.82337337
0.00015217161531338406,-27.64384952
0.0001740896477161406,-27.4676341
0.0002014491352587817,-27.27616822
0.00023084866124156885,-27.09709027
0.00026757311733895833,-26.90245532
0.00030930597729902194,-26.71061242
0.0003540818282102744,-26.53076769
0.0004099889298150606,-26.33446089
0.0004701215005458323,-26.14960775
0.0005376242048363775,-25.96644227
0.0006218715347074201,-25.76486048
0.000712347713564942,-25.57329904
0.0008253469611147739,-25.36072451
0.0009537000266389807,-25.14557474
0.0010913310827966372,-24.93750352
0.0012631485271656403,-24.70148457
0.001447844121281078,-24.46891542
0.001678581218133006,-24.19996049
0.0019408574012343657,-23.91422954
0.0022223598814892125,-23.62317227
0.0025738801121610567,-23.27351271
0.0029521045333960666,-22.90585619
0.0029583109942909,-22.89985625
0.002964530503557292,-22.89384419
0.0029770087769932494,-22.88178353
0.003002123115233806,-22.85751464
0.0030529891801131404,-22.80837566
0.003157321439144782,-22.7076031
0.003376804092575758,-22.48357081
0.0033845065159102713,-22.47580161
0.003392226508320043,-22.46800561
0.0034077193607556107,-22.45233192
0.003438917663953318,-22.42064841
0.003502173764078032,-22.35585492
0.0036321980006962236,-22.21978494
0.0036404829724829037,-22.2109576
0.003648786842126337,-22.20208879
0.0036654514475043254,-22.18422416
0.0036990093357895737,-22.14796837
0.0037670496111819112,-22.07319219
0.0039069078201093965,-21.91318518
0.003915223438534218,-21.90336919
0.003923556756252947,-21.8934954
0.003940276640339849,-21.87357283
0.0039739304629852115,-21.83301166
0.004042102873110442,-21.74891905
0.004181976230079115,-21.56864137
0.0041908773150783575,-21.55686829
0.004199797345501918,-21.54504231
0.004217694404004605,-21.52123877
0.004253717646127138,-21.47308441
0.0043266897795426,-21.37520886
0.004476411012035862,-21.18077155
0.004486738269235787,-21.16809301
0.0044970893518264075,-21.15552256
0.004517863213171015,-21.13073993
0.004559699267570386,-21.08284099
0.004570218674069008,-21.07126042
0.004580762349254354,-21.05985283
0.004601922729769667,-21.03758487
0.004644537187220054,-20.99541562
0.004655252318153758,-20.9853991
0.004665992169318197,-20.97560208
0.004687546260593052,-20.95668072
0.004730953604088097,-20.92160082
0.0047418681011123795,-20.91339131
0.004752807778312851,-20.90543993
0.004774762905743029,-20.89026311
0.004818977887747444,-20.86262696
0.004830095460274566,-20.85628063
0.004841238681481093,-20.85015331
0.00486360230675894,-20.83854145
0.004874822829585151,-20.83304898
0.004886069238601175,-20.82775992
0.004908639954222299,-20.817777
0.004919964380681974,-20.81306878
0.004931314933041255,-20.80854842
0.004954094656691618,-20.8000445
0.004965523948947148,-20.79605154
0.00497697960903182,-20.79222493
0.004999970276155429,-20.78505242
0.005011505405278962,-20.78169756
0.005023067146401476,-20.77849098
0.005046270710364825,-20.77250587
0.005057912656420777,-20.76971946
0.005069581460906596,-20.76706521
0.005092999893164629,-20.7621389
0.005104749645292949,-20.7598599
0.005116526504564008,-20.75769941
0.005128330533515057,-20.75565449
0.005140161794827622,-20.75372235
0.005152020351327838,-20.75189987
0.005163906265986781,-20.75018479
0.005187760422391877,-20.74706829
0.005199510051330406,-20.74568735
0.0052112862917099,-20.7444021
0.005223089203801936,-20.74321058
0.005234918848014614,-20.74211148
0.005246775284892847,-20.74110344
0.0052586585751186726,-20.74018523
0.005270568779511567,-20.73935569
0.0052825059590287556,-20.7386138
0.005294470174765522,-20.73795872
0.005306461487955525,-20.73738962
0.00531847995997111,-20.73690577
0.00533052565232362,-20.73650758
0.005342598626663718,-20.7361914
0.0053546989447816945,-20.73595983
0.0053668266686077905,-20.73581173
0.005378981860212508,-20.73574639
0.005391164581806933,-20.73576371
0.00540337489574305,-20.73586349
0.005415612864514066,-20.73604556
0.0054278785507547245,-20.73630931
0.00544017201724163,-20.736656
0.005452493326893568,-20.73708432
0.005464842542771827,-20.73759465
0.0054772197280805205,-20.738187
0.005489624946166915,-20.73886137
0.005502058260521747,-20.73961783
0.005514519734779553,-20.74045641
0.005527009432718992,-20.74137718
0.005539527418263177,-20.74238019
0.005552073755479997,-20.74346549
0.005577251741928954,-20.74588326
0.005589883520023714,-20.74721577
0.005602543907517012,-20.74863087
0.005627950770032827,-20.75170679
0.00564069737508937,-20.75337041
0.0056534728496131685,-20.7551151
0.005679110668753559,-20.75885139
0.005691973144586229,-20.7608425
0.005704864752318978,-20.76291588
0.0057307356275546045,-20.76730698
0.005782829873983003,-20.77706173
0.005795927260851653,-20.7797011
0.005809054311664519,-20.78241979
0.005835397674015565,-20.78809374
0.005888443332408217,-20.80037214
0.005901779920559575,-20.80363238
0.005915146714416155,-20.80696736
0.005941971193048515,-20.81385807
0.005995985639311364,-20.8285033
0.006008651182388091,-20.83207929
0.006021343479361694,-20.83571494
0.006046808561171884,-20.84316114
0.00609806226614994,-20.85872905
0.006201876661951542,-20.89238594
0.006414837600324319,-20.96816193
0.006428387899948862,-20.97320786
0.006441966822374383,-20.97828626
0.006469210777600083,-20.98853012
0.00652404483051935,-21.00935343
0.006635111222219305,-21.05215841
0.006862948631621598,-21.14108938
0.007945369113222436,-21.53488117
0.009109339726356564,-21.87441578
0.010415747345585775,-22.1756954
0.012046118734873521,-22.47595428
0.013796640062891441,-22.73929126
0.015982793715143745,-23.013755
0.01833587104545238,-23.2647454
0.020978822767651784,-23.50914867
0.0242780525603935,-23.77444087
0.027823776263405296,-24.02249505
0.032253099978628144,-24.29009615
0.037287010883019715,-24.5480711
0.0426887234486623,-24.78061556
0.04943356501538335,-25.020559
0.05668918160031572,-25.23211122
0.06483494684825879,-25.4290783
0.07500173263649837,-25.63400419
0.08592171266954794,-25.81983127
0.08612566059642245,-25.82304024
0.08633009262394609,-25.82624829
0.08674041358000693,-25.83266169
0.08756691544275104,-25.84547789
0.08924362005734975,-25.87106977
0.09269395911102833,-25.92210497
0.09291398196912931,-25.9252886
0.09313452708411257,-25.92847155
0.09357718904628483,-25.93483546
0.09446883479553837,-25.94755545
0.09627769525883745,-25.97296548
0.09650622464613928,-25.97613904
0.09673529648183189,-25.97931202
0.0971950726517725,-25.98565625
0.09812119123111432,-25.99833798
0.09835409642948958,-26.00150704
0.09858755446289218,-26.00467557
0.09905613428683753,-26.01101101
0.09929125871120395,-26.01417794
0.09952694123825963,-26.01734436
0.09976318319274408,-26.02051025
0.09999998590254124,-26.02367564
